domain,content-security-policy,contribute,cookies,cross-origin-resource-sharing,public-key-pinning,redirection,referrer-policy,strict-transport-security,subresource-integrity,x-content-type-options,x-frame-options,x-xss-protection
marshfieldvillagevt.gov,0,0,1,1,1,0,1,0,0,0,0,0
marshfieldvt.gov,0,0,1,1,1,1,1,1,0,0,0,0
marthasvillemo.gov,0,1,1,1,1,1,1,1,1,0,0,0
martinsferryoh.gov,0,0,1,1,1,1,1,0,0,0,0,0
martinsville-va.gov,0,1,1,1,1,1,1,0,1,0,0,0
marvinnc.gov,0,0,1,1,1,1,1,0,1,0,1,1
marysvillewa.gov,0,0,1,1,1,1,1,0,0,1,1,0
mashpeema.gov,0,1,1,1,1,0,1,0,0,1,1,0
massillonohio.gov,0,1,1,1,1,1,1,0,0,0,0,0
matthewsnc.gov,0,1,1,1,1,1,1,0,1,0,1,0
maudok.gov,2,2,2,2,2,2,2,2,2,2,2,2
mayaguezpr.gov,2,2,2,2,2,2,2,2,2,2,2,2
mayfieldky.gov,0,1,1,1,1,0,1,0,1,0,0,0
maywood-il.gov,0,1,1,1,1,0,1,0,1,0,0,0
mccomb-ms.gov,0,1,1,1,1,1,1,0,0,1,1,1
mcdonough-ga.gov,2,2,2,2,2,2,2,2,2,2,2,2
mckeesport-pa.gov,0,0,1,1,1,0,1,0,0,1,1,0
mcminnvilleoregon.gov,0,0,1,1,1,0,1,0,0,1,1,0
mcminnvilletn.gov,0,1,1,1,1,0,1,0,0,1,1,1
mctx.gov,2,2,2,2,2,2,2,2,2,2,2,2
mechanicvilleny.gov,0,1,1,1,1,0,1,0,1,1,1,0
medford-ma.gov,0,0,1,1,1,0,1,0,0,0,0,0
medfordoregon.gov,0,0,1,1,1,1,1,1,0,1,1,0
medfordwi.gov,0,1,1,1,1,0,1,0,1,1,1,1
medina-wa.gov,0,0,1,1,1,0,1,0,0,1,1,0
medinamn.gov,0,1,1,1,1,0,1,0,1,1,1,1
memphistn.gov,0,1,1,1,1,0,1,0,0,0,0,0
mendonma.gov,0,1,1,1,1,0,1,0,1,1,1,0
mendonvt.gov,0,1,1,1,1,1,1,0,0,0,0,0
mendotaheightsmn.gov,0,0,1,1,1,1,1,0,0,0,0,0
menomineemi.gov,0,1,1,1,1,1,1,1,1,0,0,0
menomonie-wi.gov,0,0,1,1,1,0,1,0,0,0,0,0
mentonealabama.gov,0,1,1,1,1,0,1,1,1,1,1,0
mercerisland.gov,0,0,1,1,1,1,1,1,0,1,1,0
mercersburgpa.gov,0,1,1,1,1,0,1,0,1,0,0,0
merchantvillenj.gov,0,1,1,1,1,1,1,0,0,1,0,1
meridenct.gov,0,0,1,1,1,0,1,0,0,0,1,0
merrimacknh.gov,0,1,1,1,1,0,1,0,1,1,1,0
merrimacwi.gov,0,0,1,1,1,1,1,0,0,0,0,0
mesaaz.gov,0,0,1,1,1,0,1,1,0,1,1,0
mesaazpolice.gov,0,0,1,1,1,1,1,1,0,1,1,0
mesillanm.gov,0,1,1,1,1,1,1,0,0,0,0,0
mesquitenv.gov,0,1,1,1,1,1,1,0,0,0,0,0
mesquitetx.gov,0,0,1,1,1,0,1,0,0,1,1,0
metropolisil.gov,0,1,1,1,1,1,1,1,0,0,0,0
miamiaz.gov,0,1,1,1,1,1,1,0,0,0,0,0
miamibeachfl.gov,0,1,1,1,1,0,1,1,0,1,1,0
miamigardens-fl.gov,0,0,1,1,1,0,1,0,0,1,1,0
miamilakes-fl.gov,0,1,1,1,1,1,1,0,1,1,1,1
miamisprings-fl.gov,0,1,1,1,1,0,1,0,1,0,1,0
miamitownshipoh.gov,0,1,1,1,1,1,1,0,1,0,0,0
miamitwpoh.gov,0,1,1,1,1,1,1,0,1,0,0,0
michigancityin.gov,0,0,1,1,1,0,1,0,1,1,1,0
middleboroughma.gov,0,0,1,1,1,1,1,1,1,1,1,0
middleburgheights-oh.gov,0,0,1,1,1,0,1,0,0,0,0,0
middleburgva.gov,0,0,1,1,1,0,1,0,0,1,1,0
middlesexboro-nj.gov,0,0,1,1,1,0,1,0,0,0,0,0
middletonma.gov,0,0,1,1,1,1,1,0,0,1,1,0
middletonnh.gov,0,1,1,1,1,0,1,0,1,1,1,0
middletownct.gov,0,0,1,1,1,0,1,0,0,1,1,0
middletowndelcopa.gov,0,0,1,1,1,0,1,0,0,0,0,0
middletownri.gov,0,0,1,1,1,0,1,0,1,1,1,0
middletownva.gov,0,1,1,1,1,0,1,0,0,1,0,0
midlandtexas.gov,0,0,1,1,1,0,1,0,1,1,1,0
midlothiantx.gov,0,1,1,1,1,0,1,0,1,0,0,0
midway-nc.gov,0,1,1,1,1,1,1,0,1,0,0,0
mifflin-oh.gov,0,1,1,1,1,1,1,0,0,0,0,0
milan-ny.gov,0,1,1,1,1,1,1,1,0,0,0,0
milanmi.gov,0,0,1,1,1,1,1,0,0,0,0,0
milanmo.gov,0,1,1,1,1,1,1,1,0,0,0,0
milanohio.gov,0,1,1,1,1,1,1,0,0,0,1,0
milfordct.gov,2,2,2,2,2,2,2,2,2,2,2,2
milfordma.gov,0,1,1,1,1,0,1,0,0,1,1,0
milfordne.gov,0,1,1,1,1,1,1,0,0,0,0,0
millburyma.gov,0,1,1,1,1,1,1,0,0,1,1,0
millcreekwa.gov,0,0,1,1,1,1,1,0,0,0,1,0
millikenco.gov,0,1,1,1,1,1,1,0,0,1,1,1
millikencolorado.gov,2,2,2,2,2,2,2,2,2,2,2,2
millingtontn.gov,0,0,1,1,1,0,1,0,1,1,1,0
millisma.gov,0,1,1,1,1,0,1,0,1,1,1,0
millstonenj.gov,0,1,1,1,1,1,1,0,0,0,0,0
millswy.gov,0,0,1,1,1,0,1,0,0,1,1,0
millvillenj.gov,0,0,1,1,1,0,1,0,0,1,1,0
millwoodwa.gov,0,1,1,1,1,0,1,0,0,1,1,0
milnerga.gov,0,1,1,1,1,1,1,1,0,1,1,0
milpitas.gov,0,1,1,1,1,0,1,0,0,0,0,0
milton-freewater-or.gov,0,0,1,1,1,0,1,0,0,1,1,0
milton-wi.gov,0,0,1,1,1,0,1,0,1,1,1,0
miltonga.gov,0,0,1,1,1,1,1,1,1,1,1,0
miltontwpmi.gov,0,1,1,1,1,1,1,1,0,0,0,0
miltonvt.gov,0,0,1,1,1,0,1,0,1,1,1,0
milwaukee.gov,2,2,2,2,2,2,2,2,2,2,2,2
milwaukieoregon.gov,0,0,1,1,1,0,1,0,0,1,1,0
minco-ok.gov,0,1,1,1,1,0,1,0,0,0,0,0
mineola-ny.gov,0,1,1,1,1,0,1,0,0,1,1,0
mineralwellstx.gov,0,0,1,1,1,0,1,0,1,1,1,0
minersvillepa.gov,0,1,1,1,1,1,1,0,1,0,0,0
minneapolismn.gov,0,0,1,1,1,0,1,1,1,0,1,0
minnetonka-mn.gov,0,0,1,1,1,0,1,1,0,1,1,0
minnetonkamn.gov,0,0,1,1,1,0,1,1,0,1,1,0
miramarfl.gov,0,0,1,1,1,0,1,0,0,1,1,0
missionhillsks.gov,0,0,1,1,1,0,1,0,0,1,1,0
missouricitytexas.gov,2,2,2,2,2,2,2,2,2,2,2,2
mltwa.gov,2,2,2,2,2,2,2,2,2,2,2,2
modestoca.gov,0,0,1,1,1,0,1,0,0,1,1,0
monckscornersc.gov,0,1,1,1,1,0,1,0,1,0,1,0
mondoviwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
monmouthmaine.gov,0,0,1,1,1,0,1,0,0,0,0,0
monroega.gov,2,2,2,2,2,2,2,2,2,2,2,2
monroemi.gov,0,0,1,1,1,1,1,0,0,0,1,0
monroetwp-oh.gov,0,1,1,1,1,0,1,0,0,0,0,0
monroevilleal.gov,0,1,1,1,1,0,1,0,0,1,1,0
monroewa.gov,0,0,1,1,1,0,1,0,1,1,1,0
monson-ma.gov,0,1,1,1,1,0,1,0,0,1,1,0
montague-ma.gov,0,0,1,1,1,1,1,0,0,0,1,0
montclairca.gov,0,0,1,1,1,0,1,0,0,0,0,0
montebelloca.gov,0,1,1,0,1,0,1,0,1,0,0,0
montereyma.gov,0,1,1,1,1,0,1,0,0,1,1,0
montgomeryal.gov,0,0,1,1,1,0,1,0,0,1,1,0
montgomeryma.gov,0,1,1,1,1,0,1,1,1,1,1,0
montgomerynj.gov,0,0,1,1,1,0,1,0,0,1,1,0
montgomeryohio.gov,0,0,1,1,1,1,1,1,0,0,0,0
montgomerytexas.gov,0,0,1,1,1,0,1,0,0,1,1,0
montgomerywv.gov,0,1,1,1,1,0,1,0,0,1,1,0
monticelloin.gov,0,1,1,1,1,1,1,0,0,1,0,0
monticelloky.gov,0,1,1,1,1,1,1,1,0,0,0,0
moodyalabama.gov,0,1,1,1,1,0,1,0,1,0,0,0
mooresvillenc.gov,0,1,1,1,1,1,1,0,0,1,1,1
moorheadmn.gov,0,1,1,1,1,1,1,0,1,0,0,0
moorparkca.gov,0,0,1,1,1,0,1,0,0,1,1,0
morehead-ky.gov,0,1,1,1,1,1,1,1,0,1,1,1
morgantonnc.gov,0,0,1,1,1,0,1,0,0,1,1,0
morgantownky.gov,0,1,1,1,1,0,1,0,1,1,0,1
morgantownwv.gov,0,0,1,1,1,0,1,0,0,1,1,0
moriartynm.gov,0,0,1,1,1,0,1,0,0,0,1,0
morningsidemd.gov,0,1,1,1,1,1,1,0,0,1,1,1
morrobayca.gov,0,0,1,1,1,0,1,0,1,1,1,0
morrowga.gov,0,0,1,1,1,0,1,0,0,0,0,0
morton-il.gov,0,1,1,1,1,0,1,0,1,0,0,0
moselwi.gov,0,1,1,1,1,1,1,1,0,1,0,1
moultonboroughnh.gov,0,1,1,1,1,1,1,1,1,1,1,0
mountainairnm.gov,0,0,1,1,1,0,1,0,1,0,1,0
mountaingrovemo.gov,0,1,1,1,1,1,1,1,0,0,0,0
mountainview.gov,2,2,2,2,2,2,2,2,2,2,2,2
mountairymd.gov,0,0,1,1,1,1,1,1,1,1,1,0
mountcarmeltn.gov,0,1,1,1,1,0,1,0,1,0,0,0
mountclemens.gov,0,0,1,1,1,1,1,1,0,0,0,0
mountkiscony.gov,0,1,1,1,1,1,1,0,0,1,1,1
mountpocono-pa.gov,0,0,1,1,1,1,1,1,0,0,0,0
mountvernonin.gov,0,1,1,1,1,0,1,1,0,1,1,0
mountvernonwa.gov,0,0,1,1,1,1,1,0,1,1,1,0
mountwashington-ma.gov,0,1,1,1,1,1,1,0,1,0,0,0
moval.gov,0,1,1,1,1,1,1,1,1,0,0,0
msvfl.gov,0,0,1,1,1,1,1,1,0,1,1,0
mtangel.gov,0,0,1,1,1,1,1,0,1,0,0,0
mtjuliet-tn.gov,0,0,1,1,1,0,1,0,0,1,1,0
mtpleasant-tn.gov,0,0,1,1,1,1,1,1,0,1,0,0
mtpleasantwi.gov,0,1,1,1,1,1,1,0,1,0,0,0
mtshastaca.gov,0,1,1,1,1,1,1,0,0,0,1,0
mtwolfpa.gov,0,1,1,1,1,1,1,0,1,0,0,0
mu-wi.gov,0,0,1,1,1,1,1,1,0,1,1,0
muhlenbergtwppa.gov,0,0,1,1,1,0,1,0,1,1,1,0
mukilteowa.gov,0,1,1,1,1,1,1,0,0,0,0,0
mullett-townshipmi.gov,0,1,1,1,1,1,1,0,1,0,0,0
mundelein-il.gov,0,0,1,1,1,0,1,1,0,1,1,0
mundytwp-mi.gov,0,1,1,1,1,1,1,0,1,1,1,1
munfordtn.gov,0,0,1,1,1,1,1,0,0,0,0,0
murfreesborotn.gov,0,0,1,1,1,0,1,0,1,1,1,0
murphysboro-il.gov,0,1,1,1,1,0,1,0,1,1,1,1
murrayky.gov,2,2,2,2,2,2,2,2,2,2,2,2
murrietaca.gov,0,1,1,1,1,0,1,0,0,1,1,0
muscatineiowa.gov,0,0,1,1,1,0,1,0,0,1,1,0
muskegon-mi.gov,0,1,1,1,1,0,1,0,0,0,1,0
mustangridgetx.gov,0,0,1,1,1,0,1,0,0,1,1,0
muttontownny.gov,0,1,1,1,1,0,1,0,0,0,0,0
mvpd.gov,2,2,2,2,2,2,2,2,2,2,2,2
mwtown.gov,0,1,1,1,1,1,1,1,1,0,0,0
myarlingtontx.gov,0,1,1,1,1,0,1,0,1,0,0,0
mycolumbus.gov,0,0,1,1,1,0,1,0,0,0,1,0
nagsheadnc.gov,0,0,1,1,1,0,1,0,0,1,1,0
nantucket-ma.gov,0,0,1,1,1,1,1,0,0,1,1,0
naplescityut.gov,0,1,1,1,1,1,1,1,0,0,0,0
narberthpa.gov,0,0,1,1,1,1,1,0,0,0,0,0
narragansettri.gov,0,0,1,1,1,0,1,0,0,1,1,0
nashotah-wi.gov,0,0,1,1,1,0,1,0,0,0,0,0
nashuanh.gov,0,0,1,1,1,0,1,0,0,1,1,0
nashville.gov,0,1,1,1,1,0,1,1,0,0,1,0
nashvillenc.gov,0,0,1,1,1,0,1,0,1,1,1,0
natchitochesla.gov,0,1,1,1,1,0,1,0,0,1,0,1
natickma.gov,0,0,1,1,1,0,1,0,0,1,1,0
nationalcityca.gov,0,0,1,1,1,0,1,0,0,1,1,0
navasotatx.gov,0,1,1,1,1,0,1,0,1,1,1,0
nazarethboroughpa.gov,0,1,1,1,1,0,1,0,0,0,0,0
nebraskacityne.gov,0,1,1,1,1,1,1,0,0,1,1,1
needhamma.gov,0,0,1,1,1,0,1,0,1,1,1,0
nehalem.gov,0,0,1,1,1,1,1,1,0,1,1,0
nelsonvilleny.gov,0,0,1,1,1,0,1,0,0,1,0,0
neshkorowi.gov,0,1,1,1,1,1,1,1,0,0,0,0
nettletonms.gov,0,1,1,1,1,1,1,0,0,0,1,0
nevadacityca.gov,0,1,1,1,1,1,1,0,1,0,1,0
nevadamo.gov,0,1,1,1,1,1,1,0,1,0,0,0
newarkde.gov,0,0,1,1,1,1,1,0,0,1,1,0
newarknj.gov,0,1,1,1,1,0,1,0,0,0,0,0
newarkohio.gov,0,1,1,1,1,0,1,0,1,0,0,0
newbedford-ma.gov,0,1,1,1,1,0,1,0,1,0,1,0
newbergoregon.gov,2,2,2,2,2,2,2,2,2,2,2,2
newberlinwi.gov,0,1,1,1,1,0,1,0,1,0,0,0
newbernnc.gov,0,1,1,1,1,1,1,0,0,1,1,1
newberryfl.gov,0,0,1,1,1,1,1,1,0,1,0,0
newboldwi.gov,0,1,1,1,1,0,1,0,1,0,0,0
newbostonnh.gov,0,1,1,1,1,0,1,0,1,1,1,0
newbraunfels.gov,0,0,1,1,1,0,1,0,0,1,1,0
newbrightonmn.gov,0,1,1,1,1,0,1,0,1,1,1,0
newbritainct.gov,0,1,1,1,1,1,1,1,0,1,1,1
newburgh-in.gov,0,0,1,1,1,0,1,0,0,1,0,0
newburgh-oh.gov,0,1,1,1,1,1,1,1,0,0,0,0
newcanaanct.gov,2,2,2,2,2,2,2,2,2,2,2,2
newcarlisleohio.gov,0,1,1,1,1,1,1,0,0,0,0,0
newcarrolltonmd.gov,0,1,1,1,1,1,1,0,1,0,0,0
newcastleok.gov,0,0,1,1,1,1,1,1,0,0,1,1
newcastlepa.gov,0,1,1,1,1,0,1,0,0,0,0,0
newcastlewa.gov,0,0,1,1,1,1,1,0,0,0,1,0
newchicagoin.gov,0,1,1,1,1,1,1,0,1,0,0,0
newcombny.gov,0,1,1,1,1,1,1,1,1,0,0,0
newconcord-oh.gov,0,1,1,1,1,1,1,0,1,0,0,0
newfieldsnh.gov,0,0,1,1,1,0,1,0,0,1,1,0
newharmony-in.gov,0,1,1,1,1,1,1,1,0,1,1,0
newhartfordct.gov,0,1,1,1,1,1,1,1,1,1,1,0
newhavenct.gov,0,0,1,1,1,0,1,1,0,1,1,0
newhopemn.gov,0,0,1,1,1,1,1,0,0,0,1,0
newhopetx.gov,0,0,1,1,1,1,1,0,0,1,0,0
newingtonct.gov,0,0,1,1,1,0,1,0,0,1,1,0
newlexingtonohio.gov,0,0,1,1,1,0,1,0,0,0,0,0
newlondonwi.gov,0,1,1,1,1,0,1,0,1,1,1,1
newmarketnh.gov,0,1,1,1,1,0,1,0,0,1,1,0
newmarlboroughma.gov,0,1,1,1,1,0,1,0,1,1,1,0
newmilfordct.gov,0,0,1,1,1,1,1,0,0,0,0,0
newnanga.gov,0,0,1,1,1,0,1,0,0,0,0,0
newportky.gov,0,1,1,1,1,0,1,0,0,0,0,0
newportnc.gov,0,0,1,1,1,0,1,0,0,1,0,0
newportnewsva.gov,0,0,1,1,1,0,1,0,1,1,1,0
newportnh.gov,0,1,1,1,1,0,1,0,1,1,1,0
newportoregon.gov,0,0,1,1,1,1,1,0,0,1,0,1
newpraguemn.gov,0,1,1,1,1,0,1,0,1,0,0,0
newrichmondwi.gov,0,1,1,1,1,1,1,0,0,1,1,1
newrussiatownship-oh.gov,0,0,1,1,1,0,1,0,0,1,0,1
newshorehamri.gov,0,0,1,1,1,0,1,0,1,1,1,0
newton-nh.gov,0,1,1,1,1,0,1,0,1,1,1,0
newtonfallsoh.gov,0,0,1,1,1,0,1,0,0,0,0,0
newtonma.gov,0,0,1,1,1,0,1,1,0,1,1,0
newtonnc.gov,2,2,2,2,2,2,2,2,2,2,2,2
newtown-ct.gov,0,1,1,1,1,0,1,0,1,1,1,0
newtownohio.gov,0,1,1,1,1,1,1,0,1,0,0,0
newtownpa.gov,0,1,1,1,1,1,1,0,0,0,0,0
newulmmn.gov,0,0,1,1,1,0,1,0,1,1,1,0
newwaterford-oh.gov,2,2,2,2,2,2,2,2,2,2,2,2
newwindsor-ny.gov,0,1,1,1,1,0,1,0,0,0,1,0
newwindsormd.gov,0,0,1,1,1,1,1,0,0,0,0,0
niagarafallsny.gov,0,1,1,1,1,0,1,0,1,1,0,0
niagarafallsnycarts.gov,0,1,1,1,1,0,1,0,0,1,0,1
nilestwpmi.gov,0,1,1,1,1,1,1,0,0,1,1,1
ninetysixsc.gov,0,1,1,1,1,0,1,0,1,0,0,0
ninnekahok.gov,0,0,1,1,1,0,1,0,0,0,1,0
nissequogueny.gov,0,1,1,1,1,1,1,0,0,0,0,0
nixamo.gov,2,2,2,2,2,2,2,2,2,2,2,2
nnva.gov,0,0,1,1,1,0,1,0,1,1,1,0
nogalesaz.gov,0,1,1,1,1,0,1,0,1,0,0,0
nola.gov,0,0,1,1,1,1,1,0,0,0,0,0
nola311.gov,0,1,1,1,1,1,1,0,1,0,0,0
nolaeoc.gov,0,0,1,1,1,0,1,0,0,0,0,0
nolaerb.gov,0,1,1,1,1,1,1,0,0,1,0,1
nolaipm.gov,0,1,1,1,1,1,1,0,0,0,0,0
nolanvilletx.gov,0,0,1,1,1,1,1,1,0,1,1,1
nolaoig.gov,0,1,1,1,1,0,1,0,1,0,0,0
nolartcc.gov,0,0,1,1,1,0,1,0,0,0,0,0
nolensvilletn.gov,0,1,1,1,1,0,1,0,1,1,1,1
norazpublicservice.gov,0,0,1,1,1,0,1,0,0,0,0,0
norfolk.gov,0,0,1,1,1,0,1,0,0,1,1,0
norfolkne.gov,0,0,1,1,1,1,1,0,0,0,0,0
norfolkva.gov,2,2,2,2,2,2,2,2,2,2,2,2
normalil.gov,0,0,1,1,1,1,1,0,0,1,1,0
normandyparkwa.gov,0,1,1,1,1,1,1,0,0,1,0,1
normanok.gov,0,1,1,1,1,1,1,1,0,1,1,1
normanparkga.gov,0,1,1,1,1,1,1,0,1,0,0,0
norridge-il.gov,0,0,1,1,1,0,1,0,0,1,1,0
northadams-ma.gov,0,1,1,1,1,0,1,0,1,1,1,1
northamptonma.gov,0,0,1,1,1,1,1,0,0,1,1,0
northandoverma.gov,0,1,1,1,1,0,1,0,0,1,1,0
northaugustasc.gov,0,0,1,1,1,1,1,1,0,1,1,0
northbayvillage-fl.gov,0,1,1,1,1,1,1,1,0,0,1,0
northbendwa.gov,0,0,1,1,1,1,1,0,1,1,1,0
northborough-ma.gov,2,2,2,2,2,2,2,2,2,2,2,2
northbrookil.gov,0,0,1,1,1,0,1,0,0,1,1,0
northbrunswicknj.gov,0,1,1,1,1,1,1,0,0,0,0,0
northcantonohio.gov,0,0,1,1,1,0,1,0,1,1,1,0
northcharlestonsc.gov,0,1,1,1,1,0,1,0,0,0,0,0
northfayettepa.gov,0,0,1,1,1,0,1,1,1,1,1,0
northfayettepapolice.gov,0,1,1,1,1,1,1,1,0,0,0,0
northfield-vt.gov,0,0,1,1,1,0,1,0,0,1,0,0
northfieldma.gov,0,1,1,1,1,0,1,0,1,1,1,0
northfieldmi.gov,0,1,1,1,1,1,1,0,1,1,1,1
northfieldmn.gov,0,0,1,1,1,0,1,0,0,1,1,0
northfieldvillage-oh.gov,0,1,1,1,1,1,1,0,0,1,1,1
northhampton-nh.gov,0,1,1,1,1,0,1,0,1,1,1,0
northhaven-ct.gov,0,1,1,1,1,1,1,0,0,1,1,1
northhempsteadny.gov,0,1,1,1,1,1,1,0,0,0,0,0
northhudsonwi.gov,0,0,1,1,1,1,1,0,0,0,0,0
northlebanontwppa.gov,0,0,1,1,1,1,1,0,0,1,0,0
northmiamifl.gov,0,0,1,1,1,0,1,0,1,1,1,0
northoaksmn.gov,0,1,1,1,1,1,1,1,1,1,1,0
northplainfield-nj.gov,0,0,1,1,1,1,1,0,0,0,0,0
northportfl.gov,0,0,1,1,1,0,1,1,0,1,1,0
northportny.gov,0,1,1,1,1,1,1,0,0,0,0,0
northportpdfl.gov,0,0,1,1,1,0,1,0,0,0,0,0
northprovidenceri.gov,0,1,1,1,1,1,1,1,0,0,1,0
northreadingma.gov,0,1,1,1,1,0,1,0,1,1,1,0
northsiouxcity-sd.gov,0,1,1,1,1,1,1,0,0,0,0,0
northstoningtonct.gov,0,1,1,1,1,0,1,0,0,1,1,0
northtopsailbeachnc.gov,0,0,1,1,1,0,1,0,0,1,0,0
northuniontownship-pa.gov,0,1,1,1,1,0,1,0,1,1,0,1
northvernon-in.gov,0,1,1,1,1,0,1,0,1,1,1,1
northwoodoh.gov,0,1,1,1,1,0,1,0,1,1,1,1
nortonva.gov,0,0,1,1,1,0,1,0,0,1,1,0
norwalkca.gov,0,0,1,1,1,0,1,0,0,1,1,0
norwaymi.gov,0,1,1,1,1,1,1,0,0,1,1,1
norwood-ma.gov,2,2,2,2,2,2,2,2,2,2,2,2
norwoodma.gov,2,2,2,2,2,2,2,2,2,2,2,2
norwoodma150.gov,0,1,1,1,1,1,1,1,0,0,1,0
norwoodohio.gov,0,0,1,1,1,0,1,0,0,1,1,0
nottawatwpisabellami.gov,0,1,1,1,1,0,1,0,1,0,0,0
nottingham-nh.gov,0,1,1,1,1,0,1,0,1,1,1,0
nowataok.gov,0,1,1,1,1,1,1,0,0,0,0,0
nsidfl.gov,0,1,1,1,1,1,1,1,0,1,1,1
nyack-ny.gov,0,1,1,1,1,1,1,0,0,0,1,0
nyc.gov,0,1,1,1,1,0,1,0,0,0,0,0
oak-brook-il.gov,0,1,1,1,1,0,1,0,1,0,0,0
oakbluffsma.gov,0,0,1,1,1,0,1,0,1,1,1,0
oakcreekwi.gov,0,0,1,1,1,1,1,1,0,1,1,0
oakham-ma.gov,0,1,1,1,1,0,1,0,1,1,1,0
oakhillwv.gov,0,0,1,1,1,1,1,0,0,1,1,0
oakislandnc.gov,0,0,1,1,1,0,1,1,0,1,1,0
oaklandca.gov,0,0,1,1,1,0,1,0,0,0,0,0
oaklandfl.gov,0,0,1,1,1,1,1,0,1,1,1,0
oaklandparkfl.gov,0,0,1,1,1,0,1,0,0,1,1,0
oaklandtn.gov,2,2,2,2,2,2,2,2,2,2,2,2
oaklawn-il.gov,0,0,1,1,1,0,1,1,0,1,1,0
oakparkmi.gov,0,1,1,1,1,1,1,0,0,1,1,1
oakridgetn.gov,0,0,1,1,1,0,1,0,0,0,0,0
oakwoodohio.gov,0,0,1,1,1,1,1,1,0,0,0,0
oberlinkansas.gov,0,1,1,1,1,1,1,0,0,0,0,0
ocalapd.gov,0,0,1,1,1,0,1,1,0,1,0,0
occoquanva.gov,0,1,1,1,1,1,1,1,0,0,0,0
oceanawv.gov,2,2,2,2,2,2,2,2,2,2,2,2
oceancitymd.gov,0,1,1,1,1,1,1,0,0,1,0,0
oceansprings-ms.gov,0,1,1,1,1,0,1,0,1,0,1,0
oceanviewde.gov,0,1,1,1,1,1,1,1,0,0,1,0
oconomowoc-wi.gov,0,0,1,1,1,0,1,0,0,1,1,0
odenvilleal.gov,0,1,1,1,1,0,1,1,1,0,0,0
odessa-tx.gov,0,0,1,1,1,0,1,0,0,1,1,0
ofallonil.gov,0,1,1,1,1,0,1,0,1,0,1,0
ogallala-ne.gov,0,1,1,1,1,0,1,0,1,1,1,1
ogden-ks.gov,0,0,1,1,1,0,1,0,0,1,0,0
ogdensburgnj.gov,0,1,1,1,1,1,1,0,0,0,0,0
ogunquit.gov,0,0,1,1,1,0,1,0,1,1,1,0
okc.gov,0,0,1,1,1,0,1,1,0,1,0,0
okemahok.gov,0,1,1,1,1,1,1,1,0,1,1,1
olatheks.gov,0,1,1,1,1,0,1,0,1,0,0,0
oldlyme-ct.gov,0,1,1,1,1,0,1,0,1,1,1,0
oldsaybrookct.gov,0,1,1,1,1,0,1,0,1,1,1,0
oliversprings-tn.gov,0,0,1,1,1,1,1,0,1,1,1,0
olivetownship-mi.gov,0,1,1,1,1,0,1,0,1,0,0,0
olympiawa.gov,0,1,1,1,1,0,1,0,0,1,1,1
omro-wi.gov,0,0,1,1,1,0,1,0,0,0,0,0
onalaskawi.gov,0,0,1,1,1,0,1,0,0,0,0,0
oneidacityny.gov,0,1,1,1,1,0,1,0,1,1,1,0
oneontaalpd.gov,0,0,1,1,1,0,1,0,0,1,0,0
ontarioca.gov,0,1,1,1,1,1,1,1,0,1,1,0
opalockafl.gov,0,0,1,1,1,1,1,0,1,1,1,0
opelika-al.gov,0,1,1,1,1,0,1,0,0,1,1,0
orange-ct.gov,0,0,1,1,1,0,1,0,1,1,1,0
orangecityfl.gov,0,1,1,1,1,1,1,1,1,0,0,0
orangetexas.gov,0,0,1,1,1,0,1,1,1,1,1,0
orlandhillspdil.gov,0,0,1,1,1,1,1,0,0,0,0,0
orlando.gov,0,1,1,1,1,0,1,0,0,1,1,0
orlandofl.gov,0,1,1,1,1,0,1,0,0,1,1,0
oronocotownship-mn.gov,0,0,1,1,1,0,1,0,0,0,0,0
orovalleyaz.gov,0,0,1,1,1,0,1,0,0,1,1,0
orwigsburg.gov,0,1,1,1,1,1,1,0,1,1,0,1
osagebeach-mo.gov,0,0,1,1,1,0,1,0,1,1,1,0
oscodatownshipmi.gov,0,1,1,1,1,1,1,0,0,1,1,1
oswegoil.gov,0,0,1,1,1,0,1,0,0,1,1,0
oswegony.gov,0,0,1,1,1,0,1,1,1,0,0,0
othellowa.gov,0,1,1,1,1,1,1,0,0,0,1,0
otisfieldme.gov,0,1,1,1,1,0,1,0,1,1,1,0
ottawaks.gov,0,0,1,1,1,0,1,0,0,1,0,0
ottervillemo.gov,0,1,1,1,1,1,1,1,1,1,1,0
overlandparkks.gov,2,2,2,2,2,2,2,2,2,2,2,2
owascony.gov,0,1,1,1,1,0,1,0,1,1,1,0
owatonna.gov,0,0,1,1,1,1,1,0,0,1,1,0
owatonnagrows.gov,0,0,1,1,1,0,1,0,0,1,1,0
owensboroky.gov,0,1,1,1,1,1,1,0,0,0,1,1
owenscrossroadsal.gov,0,1,1,1,1,0,1,0,0,1,0,1
oxford-ct.gov,0,1,1,1,1,0,1,0,1,1,1,0
oxfordal.gov,0,1,1,1,1,0,1,1,0,1,1,1
oxfordmd.gov,0,0,1,1,1,0,1,0,0,0,0,0
oysterbay-ny.gov,2,2,2,2,2,2,2,2,2,2,2,2
ozarkal.gov,0,0,1,1,1,0,1,0,0,1,0,0
pacifica.gov,0,0,1,1,1,0,1,0,0,1,1,0
pacificwa.gov,0,0,1,1,1,1,1,0,0,0,1,0
paducahky.gov,0,1,1,1,1,0,1,0,1,1,0,0
