domain,content-security-policy,contribute,cookies,cross-origin-resource-sharing,public-key-pinning,redirection,referrer-policy,strict-transport-security,subresource-integrity,x-content-type-options,x-frame-options,x-xss-protection
townofblowingrocknc.gov,0,0,1,1,1,0,1,0,1,1,1,0
townofblythewoodsc.gov,0,1,1,1,1,1,1,0,0,1,1,1
townofbrookwoodal.gov,0,0,1,1,1,1,1,1,1,0,0,0
townofbrothertownwi.gov,0,1,1,1,1,0,1,1,0,0,0,0
townofbrunswickwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofbyronwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofcallahan-fl.gov,0,1,1,1,1,1,1,0,1,0,0,0
townofcarrboronc.gov,0,0,1,1,1,0,1,0,1,1,1,0
townofcarync.gov,0,0,1,1,1,1,1,1,0,1,0,0
townofcatskillny.gov,0,1,1,1,1,0,1,0,0,1,1,0
townofchapelhilltn.gov,0,1,1,1,1,0,1,0,1,0,0,0
townofclearfieldwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofclearlakewi.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofclevelandnc.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofclymanwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofcoldspringny.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofcrownpointny.gov,0,1,1,1,1,1,1,0,0,0,0,0
townofdeerparkny.gov,0,1,1,1,1,0,1,0,0,0,0,0
townofdrammen-wi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofdraperwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofdrummondmt.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofdunbarwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofdunnwi.gov,0,0,1,1,1,0,1,0,0,1,0,0
townofeaugallewi.gov,0,1,1,1,1,1,1,0,1,0,0,0
townofedenwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofessexny.gov,0,1,1,1,1,0,1,1,1,0,0,0
townofexcelsiorwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townoffonddulacwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofgardnerwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofgermantownwi.gov,0,1,1,1,1,0,1,0,1,0,0,0
townofgibsonwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofgoldenmeadow-la.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofgraftonwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofgrantshawanowi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofgranvillewv.gov,0,1,1,1,1,1,1,0,1,0,0,0
townofgreenlake.gov,0,1,1,1,1,1,1,0,1,0,0,0
townofhalfmoon-ny.gov,0,1,1,1,1,0,1,0,1,1,1,0
townofhamburgny.gov,0,1,1,1,1,1,1,0,1,0,0,0
townofhamiltonny.gov,0,1,1,1,1,1,1,1,1,1,1,0
townofhartfordwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofhaverhill-fl.gov,0,0,1,1,1,0,1,0,0,1,1,0
townofhaydenaz.gov,0,1,1,1,1,0,1,0,1,0,0,0
townofherman-wi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofhomecroftin.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofhulbertok.gov,0,0,1,1,1,1,1,1,0,1,0,0
townofhumeny.gov,0,1,1,1,1,1,1,1,1,1,1,0
townofhurtva.gov,0,1,1,1,1,0,1,0,1,1,1,0
townofhustisford.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofislip-ny.gov,2,2,2,2,2,2,2,2,2,2,2,2
townofjacksonadamswi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofjacksonwi.gov,0,1,1,1,1,0,1,0,1,0,0,0
townofjayny.gov,0,1,1,1,1,1,1,0,0,1,0,1
townofkentny.gov,0,1,1,1,1,0,1,0,0,1,1,0
townofkershawsc.gov,0,0,1,1,1,0,1,0,0,1,0,0
townofkeystonewi.gov,0,1,1,1,1,0,1,0,0,0,0,0
townofkiowa-co.gov,0,0,1,1,1,1,1,0,0,1,0,0
townoflakemarinettewi.gov,0,0,1,1,1,0,1,0,0,0,0,0
townoflandisnc.gov,0,1,1,1,1,1,1,0,0,1,0,1
townoflapointewi.gov,0,1,1,1,1,1,1,0,0,1,1,1
townoflaveta-co.gov,0,1,1,1,1,1,1,1,0,0,0,0
townoflebanonny.gov,0,0,1,1,1,1,1,1,0,1,0,0
townoflebanonwi.gov,2,2,2,2,2,2,2,2,2,2,2,2
townofleroywi.gov,0,0,1,1,1,0,1,0,0,0,0,0
townoflibertyocwi.gov,0,1,1,1,1,1,1,0,0,0,0,0
townoflomira.gov,0,1,1,1,1,0,1,0,0,0,0,0
townofluskwy.gov,0,0,1,1,1,0,1,0,0,0,0,0
townoflyndonwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townoflynneoneidactywi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofmaynard-ma.gov,0,1,1,1,1,0,1,0,1,0,0,0
townofmiltonwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofminervany.gov,0,1,1,1,1,0,1,0,0,1,0,1
townofminocqua.gov,0,1,1,1,1,1,1,1,0,1,1,0
townofmonteagle-tn.gov,0,1,1,1,1,0,1,0,0,0,0,0
townofmontereytn.gov,0,1,1,1,1,0,1,0,1,0,0,0
townofmoriahny.gov,0,0,1,1,1,0,1,0,1,0,0,0
townofmtpleasantwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofnasewaupeewi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofnashvillenc.gov,0,0,1,1,1,0,1,0,1,1,1,0
townofneenahwi.gov,0,1,1,1,1,0,1,1,0,0,0,0
townofnevawi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofnewdenmarkwi.gov,0,1,1,1,1,0,1,0,0,0,0,0
townofnewhartfordny.gov,0,1,1,1,1,1,1,0,0,0,1,0
townofnilesny.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofnorth-sc.gov,2,2,2,2,2,2,2,2,2,2,2,2
townofnortheastny.gov,0,1,1,1,1,1,1,0,1,0,0,0
townofnorthhudsonny.gov,0,1,1,1,1,0,1,0,0,0,0,0
townofnorwaywi.gov,0,1,1,1,1,1,1,0,0,1,1,1
townofnorwichny.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofpalermony.gov,0,1,1,1,1,0,1,0,1,0,0,0
townofpenningtonva.gov,0,1,1,1,1,1,1,0,1,0,0,0
townofpolk-wi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofprincessannemd.gov,0,1,1,1,1,1,1,0,1,0,0,0
townoframapo-ny.gov,0,0,1,1,1,0,1,0,1,0,0,0
townofriblakewi.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofrichlandwi.gov,0,1,1,1,1,1,1,0,0,1,0,1
townofrichmond-walworthwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofrichmondwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofriverheadny.gov,0,1,1,1,1,1,1,0,1,0,1,0
townofrockwi.gov,0,1,1,1,1,0,1,0,0,0,0,0
townofrudolphwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofrussellwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofruthnc.gov,0,0,1,1,1,1,1,1,0,1,1,0
townofsevastopolwi.gov,0,1,1,1,1,0,1,0,0,0,0,0
townofsheboyganfallswi.gov,0,1,1,1,1,1,1,0,1,0,0,0
townofshelburnema.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofshields-wi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofsigelwoodwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofsmyrna-tn.gov,0,0,1,1,1,0,1,0,1,1,1,0
townofstarmandny.gov,0,0,1,1,1,0,1,0,1,0,0,0
townofstockbridge.gov,0,1,1,1,1,1,1,0,0,0,0,0
townofsturgeonbay-wi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofsullivanny.gov,0,1,1,1,1,0,1,0,0,1,1,0
townofsurfsidefl.gov,0,1,1,1,1,1,1,0,0,0,0,0
townoftaycheedahwi.gov,0,1,1,1,1,1,1,1,1,0,0,0
townoftheresawi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofthomsonmn.gov,0,0,1,1,1,1,1,0,0,0,0,0
townofthreelakeswi.gov,0,1,1,1,1,1,1,0,0,0,0,0
townoftrianaal.gov,0,0,1,1,1,1,1,0,0,0,0,0
townoftropicut.gov,0,0,1,1,1,0,1,0,0,0,0,0
townoftroupsburgny.gov,0,1,1,1,1,1,1,1,0,0,0,0
townoftroutville-va.gov,0,1,1,1,1,0,1,0,0,0,0,0
townofturtlewi.gov,0,1,1,1,1,0,1,0,0,0,0,0
townofulyssesny.gov,0,0,1,1,1,0,1,0,1,0,1,1
townofuniondoorwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofvarnamtown.gov,0,1,1,1,1,1,1,0,0,0,0,0
townofvassnc.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofvermontwi.gov,0,1,1,1,1,0,1,0,1,0,0,0
townofwalworthny.gov,0,1,1,1,1,1,1,0,0,0,0,0
townofwalworthwi.gov,0,1,1,1,1,1,1,0,1,1,0,1
townofwappingerny.gov,0,1,1,1,1,1,1,0,0,0,0,0
townofwarren-ri.gov,0,1,1,1,1,1,1,0,1,1,1,1
townofwarrensccwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofwatertownwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofwausaukeewi.gov,0,0,1,1,1,0,1,0,1,0,0,0
townofwendellnc.gov,0,1,1,1,1,0,1,0,1,0,1,0
townofwestfieldsaukwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofwestfordwi.gov,0,0,1,1,1,1,1,1,0,0,0,0
townofwillsborony.gov,0,0,1,1,1,0,1,0,0,0,0,0
townofwingatenc.gov,0,0,1,1,1,0,1,0,0,1,1,0
townofwinneconne.gov,0,0,1,1,1,1,1,1,0,0,0,0
townofwoodruffwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townofwoodstockva.gov,0,0,1,1,1,0,1,0,1,1,1,0
townofwoodvillewi.gov,0,1,1,1,1,1,1,1,0,0,0,0
townsendma.gov,0,1,1,1,1,0,1,0,1,1,1,0
townshipoftabernacle-nj.gov,0,1,1,1,1,1,1,0,0,1,1,1
tppfl.gov,0,1,1,1,1,0,1,0,1,1,1,0
traversecitymi.gov,0,0,1,1,1,0,1,0,0,1,1,1
tremontil.gov,0,1,1,1,1,1,1,0,0,0,0,0
trentonga.gov,0,0,1,1,1,1,1,0,0,1,1,1
trentonoh.gov,0,0,1,1,1,1,1,1,1,1,1,0
trinity-nc.gov,0,0,1,1,1,0,1,0,0,0,0,0
trinityal.gov,0,1,1,1,1,1,1,0,1,0,0,0
trophyclubtx.gov,0,1,1,1,1,0,1,0,0,0,0,0
troutdaleoregon.gov,0,0,1,1,1,0,1,0,0,1,1,0
troutmannc.gov,0,0,1,1,1,0,1,0,1,0,0,0
troyal.gov,0,1,1,1,1,0,1,0,0,0,0,0
troymi.gov,0,1,1,1,1,1,1,0,1,1,1,1
troyny.gov,0,1,1,1,1,0,1,0,0,0,0,0
troyohio.gov,0,0,1,1,1,1,1,0,0,1,1,0
troywistcroix.gov,0,1,1,1,1,0,1,0,1,0,0,0
trumansburg-ny.gov,0,1,1,1,1,1,1,0,0,1,1,0
trumbull-ct.gov,0,0,1,1,1,0,1,0,0,1,1,0
truro-ma.gov,0,1,1,1,1,0,1,0,1,0,0,0
trussville.gov,0,1,1,1,1,0,1,0,0,0,0,0
tryonnc.gov,0,1,1,1,1,1,1,0,0,1,0,1
ttd.gov,0,0,1,1,1,1,1,0,0,1,1,1
tualatin.gov,0,0,1,1,1,0,1,0,0,1,1,0
tualatinoregon.gov,0,0,1,1,1,0,1,0,0,1,1,0
tuckerga.gov,0,1,1,1,1,0,1,0,1,1,1,1
tucsonaz.gov,2,2,2,2,2,2,2,2,2,2,2,2
tuftonboronh.gov,0,1,1,1,1,0,1,0,1,1,1,0
tukwilawa.gov,0,1,1,1,1,0,1,0,0,0,0,0
tulia-tx.gov,0,1,1,1,1,0,1,0,1,0,0,0
tullahomatn.gov,0,0,1,1,1,0,1,0,1,1,1,0
tumwaterwa.gov,0,0,1,1,1,0,1,0,1,1,0,0
tupeloms.gov,0,1,1,1,1,0,1,0,0,1,0,1
tupperlakeny.gov,0,0,1,1,1,0,1,0,0,0,0,0
turneroregon.gov,0,0,1,1,1,0,1,0,0,0,0,0
tusayan-az.gov,0,1,1,1,1,1,1,0,1,1,0,1
tusayanaz.gov,2,2,2,2,2,2,2,2,2,2,2,2
tuscaloosa-al.gov,0,0,1,1,1,0,1,0,0,1,1,1
tuskegeealabama.gov,0,1,1,1,1,0,1,0,1,1,1,0
tuxedopark-ny.gov,0,1,1,1,1,1,1,0,1,1,1,0
twoharborsmn.gov,0,1,1,1,1,1,1,0,1,1,1,1
twpoceannj.gov,0,1,1,1,1,1,1,0,1,0,0,0
tyngsboroughma.gov,0,1,1,1,1,1,1,0,1,0,1,0
tyringham-ma.gov,0,1,1,1,1,0,1,0,0,1,1,0
tyronega.gov,0,1,1,1,1,1,0,0,0,1,1,1
uctx.gov,0,0,1,1,1,0,1,0,1,1,1,0
underhillvt.gov,0,0,1,1,1,0,1,0,1,0,0,0
unionbeachnj.gov,0,1,1,1,1,0,1,0,1,0,0,0
unioncity-in.gov,2,2,2,2,2,2,2,2,2,2,2,2
unioncityok.gov,0,1,1,1,1,0,1,0,0,0,0,0
unioncitytn.gov,0,1,1,1,1,0,1,0,1,0,1,0
uniongapwa.gov,2,2,2,2,2,2,2,2,2,2,2,2
unionmissouri.gov,0,1,1,1,1,0,1,0,1,0,0,0
unionspringsal.gov,0,0,1,1,1,1,1,0,1,0,1,1
uniontwp-hcnj.gov,0,0,1,1,1,1,1,0,0,0,0,0
universalcitytexas.gov,0,0,1,1,1,0,1,0,1,1,1,0
unk.gov,0,0,1,1,1,0,1,0,0,1,1,0
uplandca.gov,1,1,1,1,1,1,1,1,0,1,1,1
uplandsparkmo.gov,0,0,1,1,1,0,1,0,0,0,0,0
upperarlingtonoh.gov,0,1,1,1,1,1,1,1,0,0,0,0
uppermarlboromd.gov,0,1,1,1,1,1,1,0,0,1,1,1
upperuwchlan-pa.gov,0,0,1,1,1,0,1,0,1,1,1,0
uptonma.gov,0,1,1,1,1,0,1,0,1,1,1,0
urbannava.gov,0,1,1,1,1,1,1,0,1,0,0,0
utica-il.gov,0,1,1,1,1,1,1,0,1,0,0,0
uticaohio.gov,0,1,1,1,1,1,1,0,0,0,0,0
uvaldetx.gov,0,1,1,1,1,0,1,0,0,1,1,1
uxbridge-ma.gov,0,1,1,1,1,0,1,0,1,1,1,0
valdesenc.gov,0,0,1,1,1,0,1,0,0,0,0,0
valdezak.gov,0,0,1,1,1,0,1,0,0,1,1,0
valentinene.gov,0,1,1,1,1,1,1,1,1,1,1,0
vallejoca.gov,0,0,1,1,1,0,1,0,0,0,1,0
vandenbroekwi.gov,0,1,1,1,1,1,1,0,0,0,1,0
vanmeteria.gov,0,0,1,1,1,1,1,0,0,0,0,0
vantx.gov,0,0,1,1,1,0,1,0,1,1,1,0
vbhil.gov,0,1,1,1,1,0,1,0,1,0,0,0
venetaoregon.gov,0,0,1,1,1,0,1,0,0,1,1,0
venicefl.gov,0,1,1,1,1,1,1,1,1,0,0,0
vermontville-mi.gov,0,1,1,1,1,1,1,0,1,0,0,0
vernon-ct.gov,0,1,1,1,1,1,1,1,0,1,1,1
vernonia-or.gov,0,1,1,1,1,1,1,1,0,1,1,1
vernontwp-pa.gov,0,1,1,1,1,1,1,0,0,0,0,0
vernontx.gov,0,0,1,1,1,0,1,0,1,1,1,0
vernonvt.gov,0,1,1,1,1,1,1,1,0,0,0,0
veronanj.gov,0,1,1,1,1,1,1,0,0,0,1,0
veronawi.gov,0,0,1,1,1,0,1,0,0,1,1,0
victoriatx.gov,0,0,1,1,1,0,1,0,0,1,1,0
victoridaho.gov,0,1,1,1,1,0,1,0,1,1,1,1
victorvilleca.gov,0,0,1,1,1,0,1,1,0,1,1,0
victorygardensnj.gov,0,1,1,1,1,0,1,0,0,0,0,0
vidaliaga.gov,0,0,1,1,1,0,1,0,1,0,0,0
viennava.gov,0,0,1,1,1,0,1,1,0,1,1,0
viennawi.gov,0,1,1,1,1,1,1,0,1,0,0,0
villageofallouezwi.gov,0,1,1,1,1,1,1,0,0,0,0,0
villageofalmondwi.gov,0,1,1,1,1,1,1,0,1,0,0,0
villageofarenawi.gov,0,1,1,1,1,0,1,0,1,1,1,1
villageofbabylonny.gov,0,1,1,1,1,1,1,0,0,1,1,1
villageofbellevuewi.gov,0,0,1,1,1,1,1,0,0,0,1,0
villageofcamillus-ny.gov,0,1,1,1,1,0,1,0,0,0,1,0
villageofcarbonhill-il.gov,0,1,1,1,1,1,1,1,0,0,0,0
villageofcascadewi.gov,0,1,1,1,1,1,1,1,0,0,0,0
villageofcazenoviany.gov,0,1,1,1,1,0,1,0,1,0,0,0
villageofclaytonmi.gov,0,1,1,1,1,1,1,0,0,0,0,0
villageofclymanwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
villageofcolemanwi.gov,0,1,1,1,1,0,1,0,1,0,0,0
villageofdousman.gov,0,1,1,1,1,1,1,1,0,0,0,0
villageofdunlap-il.gov,0,0,1,1,1,0,1,0,0,0,0,0
villageofedenwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
villageoffremontwi.gov,0,1,1,1,1,0,1,0,0,0,1,0
villageofgoshen-ny.gov,0,0,1,1,1,1,1,0,0,0,0,0
villageofgouverneurny.gov,0,1,1,1,1,0,1,0,1,0,0,0
villageofhempsteadny.gov,0,1,1,1,1,0,1,0,0,1,1,0
villageofjacksonwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
villageoflavallewi.gov,0,1,1,1,1,1,1,1,0,0,0,0
villageoflindenhurstny.gov,0,1,1,1,1,1,1,0,0,0,0,0
villageoflomira.gov,0,0,1,1,1,0,1,0,0,1,0,0
villageofmazomaniewi.gov,0,1,1,1,1,0,1,0,1,0,0,0
villageofmisenheimernc.gov,0,1,1,1,1,1,1,0,0,1,0,1
villageofmuirmi.gov,0,1,1,1,1,1,1,1,0,0,0,0
villageofnecedahwi.gov,0,1,1,1,1,0,1,0,0,0,0,0
villageofnewholland-oh.gov,0,1,1,1,1,0,1,0,1,0,0,0
villageofnewtownohio.gov,0,1,1,1,1,0,1,0,1,0,0,0
villageofoakdalewi.gov,0,0,1,1,1,0,1,0,0,0,0,0
villageofoakfieldwi.gov,0,1,1,1,1,0,1,0,0,0,0,0
villageofowegony.gov,0,1,1,1,1,1,1,1,0,1,1,1
villageofpeninsula-oh.gov,0,1,1,1,1,0,1,0,1,0,0,0
villageofphoenix-ny.gov,0,0,1,1,1,0,1,0,1,0,1,0
villageofquogueny.gov,0,1,1,1,1,0,1,0,1,0,0,0
villageofscotiany.gov,0,1,1,1,1,0,1,0,1,0,0,0
villageofsirenwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
villageofstetsonvillewi.gov,0,1,1,1,1,1,1,1,0,0,0,0
villageofstockbridgewi.gov,0,1,1,1,1,0,1,0,0,0,0,0
villageoftikiisland.gov,0,1,1,1,1,1,1,1,1,0,0,0
villageofvolente-tx.gov,0,0,1,1,1,0,1,0,0,0,0,0
villageofwales.gov,0,1,1,1,1,1,1,1,0,0,0,0
villaparkil.gov,0,0,1,1,1,0,1,0,0,1,1,0
villarica.gov,0,1,1,0,1,1,1,1,1,0,0,0
vintonva.gov,0,0,1,1,1,0,1,0,1,1,1,0
virginiabeach.gov,0,1,1,1,1,1,1,0,0,1,1,1
virginiagardens-fl.gov,0,1,1,1,1,1,1,1,0,0,0,0
visalia.gov,0,0,1,1,1,0,1,0,0,0,0,0
visitconwaysc.gov,0,1,1,1,1,0,1,0,0,0,0,0
visitgaribaldi.gov,0,0,1,1,1,0,1,0,0,0,0,0
vofwittenbergwi.gov,0,1,1,1,1,0,1,0,0,0,0,0
vokimberlywi.gov,0,1,1,1,1,0,1,0,0,0,0,0
volentetexas.gov,0,1,1,1,1,0,1,0,0,0,0,0
voluntown.gov,0,1,1,1,1,0,1,0,1,0,0,0
vonormytx.gov,0,1,1,1,1,1,1,1,0,1,1,1
voterockfordil.gov,0,0,1,1,1,1,1,1,0,1,0,0
wacotx.gov,0,0,1,1,1,0,1,0,0,0,0,0
wadleyga.gov,0,0,1,1,1,0,1,0,1,1,1,0
waeldertexas.gov,0,0,1,1,1,1,1,0,0,0,1,0
waitehilloh.gov,0,1,1,1,1,0,1,0,1,0,0,0
wakeforestnc.gov,0,1,1,1,1,1,1,1,0,1,1,1
waldentn.gov,0,1,1,1,1,0,1,0,1,1,1,0
waldenvt.gov,0,0,1,1,1,1,1,1,0,0,0,0
waldportoregon.gov,0,1,1,1,1,1,1,1,1,1,1,0
walkermi.gov,0,0,1,1,1,1,1,1,1,1,1,0
walkersvillemd.gov,0,1,1,1,1,1,1,0,1,1,1,0
wallacenc.gov,0,1,1,1,1,1,1,0,0,0,0,0
wallawallawa.gov,0,0,1,1,1,0,1,1,0,1,1,0
wallingfordct.gov,2,2,2,2,2,2,2,2,2,2,2,2
walpole-ma.gov,0,1,1,1,1,0,1,0,0,1,1,0
waltonhillsohio.gov,0,0,1,1,1,0,1,0,1,0,0,0
wanatah-in.gov,0,1,1,1,1,0,1,0,1,0,0,0
wappingersfallsny.gov,0,1,1,1,1,1,1,0,0,0,0,0
warnernh.gov,0,1,1,1,1,1,1,0,0,0,0,0
warnerrobinsga.gov,2,2,2,2,2,2,2,2,2,2,2,2
warracres-ok.gov,0,0,1,1,1,1,1,1,0,0,0,0
warren-ma.gov,0,1,1,1,1,0,1,0,0,1,1,0
warrenri.gov,0,0,1,1,1,1,1,1,0,0,0,0
warrensburg-mo.gov,0,0,1,1,1,0,1,0,0,1,1,0
warrentonga.gov,0,0,1,1,1,1,1,0,0,0,0,0
warrentonva.gov,0,0,1,1,1,0,1,0,1,1,1,0
warwickbucks.gov,0,0,1,1,1,0,1,0,0,0,0,0
warwickri.gov,0,1,1,1,1,0,1,0,0,1,1,0
washburnclarkwi.gov,0,1,1,1,1,0,1,0,1,0,0,0
washington-ma.gov,0,1,1,1,1,1,1,0,1,1,1,0
washington-nc.gov,0,1,1,1,1,0,1,0,0,0,0,0
washingtonboro-nj.gov,0,1,1,1,1,0,1,0,0,0,0,0
washingtonga.gov,0,1,1,0,1,0,1,0,0,0,0,0
washingtoniowa.gov,0,1,1,1,1,1,1,0,0,0,0,0
washingtonisland-wi.gov,0,1,1,1,1,1,1,1,0,0,0,0
washingtonnc.gov,0,1,1,1,1,0,1,0,1,1,1,1
washingtonpa.gov,0,1,1,1,1,0,1,0,1,0,0,0
washingtonva.gov,0,0,1,1,1,1,1,0,1,1,1,1
washingtonville-ny.gov,0,1,1,1,1,0,1,0,0,1,0,0
washmo.gov,0,1,1,1,1,1,1,0,0,1,0,1
wataugatx.gov,0,0,1,1,1,0,1,0,1,1,1,0
watchungnj.gov,0,1,1,1,1,1,1,0,0,0,0,0
waterboro-me.gov,0,1,1,1,1,1,1,0,0,1,1,1
waterfordmi.gov,0,0,1,1,1,1,1,0,1,1,1,0
waterfordvt.gov,0,1,1,1,1,1,1,1,0,1,0,0
waterfordwi.gov,0,0,1,1,1,0,1,0,1,1,1,0
waterlooin.gov,0,1,1,1,1,1,1,0,0,1,0,1
waterlootwpmi.gov,0,1,1,1,1,1,1,0,0,0,0,0
watertown-ma.gov,0,1,1,1,1,1,1,0,0,1,0,0
watertown-ny.gov,0,1,1,1,1,1,1,0,0,0,1,0
watertownmi.gov,0,1,1,1,1,1,1,1,1,1,1,0
watertownmn.gov,0,0,1,1,1,1,1,1,1,1,1,0
watertownwi.gov,0,1,1,1,1,0,1,0,1,1,1,1
waterville-me.gov,0,1,1,1,1,0,1,0,1,0,0,0
watervillevalleynh.gov,0,0,1,1,1,0,1,0,0,0,0,0
watongaok.gov,0,1,1,1,1,1,1,1,1,1,1,0
watsontownshipmi.gov,0,1,1,1,1,0,1,1,1,1,1,0
wauconda-il.gov,0,1,1,1,1,0,1,0,0,1,1,1
waukeganil.gov,0,0,1,1,1,0,1,0,0,1,1,0
waukesha-wi.gov,0,1,1,1,1,0,1,0,0,1,1,1
waupacawi.gov,0,1,1,1,1,1,1,0,0,0,0,0
waurika.gov,0,1,1,1,1,0,1,0,0,1,1,1
wauwatosa.gov,0,0,1,1,1,0,1,1,1,1,1,0
wauwatosawi.gov,2,2,2,2,2,2,2,2,2,2,2,2
waveland-ms.gov,2,2,2,2,2,2,2,2,2,2,2,2
waverlyhallga.gov,0,1,1,1,1,1,1,0,0,0,0,0
waverlypa.gov,0,1,1,1,1,1,1,1,0,0,0,0
waverlytn.gov,0,1,1,1,1,1,1,1,1,0,0,0
wawarsingny.gov,0,1,1,1,1,0,1,1,1,0,0,0
waynesburgpa.gov,0,1,1,1,1,0,1,0,1,0,0,0
waynesvillenc.gov,0,1,1,1,1,0,1,0,0,1,1,0
weatherfordtx.gov,0,0,1,1,1,1,1,0,1,1,1,0
weatherlypa.gov,0,1,1,1,1,1,1,0,0,0,0,0
weaveral.gov,0,1,1,1,1,1,1,0,0,1,0,1
webster-ma.gov,0,0,1,1,1,0,1,0,0,1,1,0
webster-nh.gov,0,1,1,1,1,0,1,0,1,1,1,0
webstergrovesmo.gov,0,0,1,1,1,1,1,1,0,1,1,0
websterny.gov,0,0,1,1,1,0,1,0,0,1,1,0
websternytoday.gov,0,0,1,1,1,1,1,1,1,1,1,0
weehawkennj.gov,2,2,2,2,2,2,2,2,2,2,2,2
weho.gov,0,0,1,1,1,0,1,0,0,1,0,0
welaka-fl.gov,0,1,1,1,1,0,1,0,0,1,1,0
wellesleyma.gov,0,0,1,1,1,1,1,0,0,1,1,0
wellfleet-ma.gov,0,1,1,1,1,0,1,0,1,1,1,0
wellingtoncolorado.gov,0,0,1,1,1,0,1,0,0,1,1,0
wellingtonfl.gov,0,0,1,1,1,0,1,0,1,0,0,0
wellstonok.gov,0,1,1,1,1,1,1,1,0,1,1,1
wenatcheewa.gov,0,0,1,1,1,0,1,0,0,1,1,0
wenhamma.gov,0,1,1,1,1,1,1,0,1,1,1,1
weslacotx.gov,0,1,1,1,1,1,1,0,0,1,1,1
westalliswi.gov,0,0,1,1,1,0,1,0,0,1,1,0
westamptonnj.gov,0,1,1,1,1,0,1,0,0,1,1,0
westbathmaine.gov,0,0,1,1,1,1,1,0,1,0,0,0
westboylston-ma.gov,0,1,1,1,1,0,1,0,0,1,1,0
westbuechelky.gov,0,0,1,1,1,0,1,0,1,0,0,0
westburlingtoniowa.gov,0,1,1,1,1,0,1,0,0,1,1,0
westcolumbiasc.gov,0,1,1,1,1,1,1,0,0,0,0,0
westerlyri.gov,0,0,1,1,1,0,1,0,1,1,1,0
westfairleevt.gov,0,0,1,1,1,1,1,1,0,0,0,0
westfargond.gov,0,0,1,1,1,0,1,0,0,1,1,0
westfieldnj.gov,0,0,1,1,1,0,1,0,0,1,1,0
westford-ma.gov,2,2,2,2,2,2,2,2,2,2,2,2
westfordma.gov,0,0,1,1,1,0,1,0,0,1,1,0
westfordwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
westforkar.gov,0,1,1,1,1,0,1,0,1,0,0,0
westfrankfort-il.gov,0,0,1,1,1,0,1,0,0,1,0,0
westhartfordct.gov,0,1,1,1,1,1,1,1,0,1,1,1
westjeffersonohio.gov,0,0,1,1,1,0,1,0,0,1,0,0
